,authors_institution,authors,policy_document_id,overton_url,policy_doc_title,policy_doc_description,published_date,policy_doc_area,policy_doc_source,citing_paper_text,citing_paper_doi,scholarly_titles
57,University of Auckland,Carol H. J. Lee,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,"The contagiousness and deadliness of COVID-19 have necessitated drastic social management to halt transmission. The immediate effects of a nationwide lockdown were investigated by comparing matched samples of New Zealanders assessed before (N = 1,003) and during the first 18 days of lockdown (N = 1,003). Two categories of outcomes were examined: (a) institutional trust and attitudes toward the nation and government and (b) health and well-being. Applying propensity score matching to approximate the conditions of a randomized controlled experiment, the study found that people in the pandemic/lockdown group reported higher trust in science, politicians, and police, higher levels of patriotism, and higher rates of mental distress compared to people in the prelockdown prepandemic group. Results were confirmed in within-subjects analyses. The study highlights social connectedness, resilience, and vulnerability in the face of adversity and has applied implications for how countries face this global challenge. (PsycInfo Database Record (c) 2020 APA, all rights reserved).",10.1037/amp0000662,"Effects of the COVID-19 pandemic and nationwide lockdown on trust, attitudes toward government, and well-being."
58,University of Auckland,Nickola C. Overall,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,"The contagiousness and deadliness of COVID-19 have necessitated drastic social management to halt transmission. The immediate effects of a nationwide lockdown were investigated by comparing matched samples of New Zealanders assessed before (N = 1,003) and during the first 18 days of lockdown (N = 1,003). Two categories of outcomes were examined: (a) institutional trust and attitudes toward the nation and government and (b) health and well-being. Applying propensity score matching to approximate the conditions of a randomized controlled experiment, the study found that people in the pandemic/lockdown group reported higher trust in science, politicians, and police, higher levels of patriotism, and higher rates of mental distress compared to people in the prelockdown prepandemic group. Results were confirmed in within-subjects analyses. The study highlights social connectedness, resilience, and vulnerability in the face of adversity and has applied implications for how countries face this global challenge. (PsycInfo Database Record (c) 2020 APA, all rights reserved).",10.1037/amp0000662,"Effects of the COVID-19 pandemic and nationwide lockdown on trust, attitudes toward government, and well-being."
59,Victoria University of Wellington,Marc S. Wilson,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,"The contagiousness and deadliness of COVID-19 have necessitated drastic social management to halt transmission. The immediate effects of a nationwide lockdown were investigated by comparing matched samples of New Zealanders assessed before (N = 1,003) and during the first 18 days of lockdown (N = 1,003). Two categories of outcomes were examined: (a) institutional trust and attitudes toward the nation and government and (b) health and well-being. Applying propensity score matching to approximate the conditions of a randomized controlled experiment, the study found that people in the pandemic/lockdown group reported higher trust in science, politicians, and police, higher levels of patriotism, and higher rates of mental distress compared to people in the prelockdown prepandemic group. Results were confirmed in within-subjects analyses. The study highlights social connectedness, resilience, and vulnerability in the face of adversity and has applied implications for how countries face this global challenge. (PsycInfo Database Record (c) 2020 APA, all rights reserved).",10.1037/amp0000662,"Effects of the COVID-19 pandemic and nationwide lockdown on trust, attitudes toward government, and well-being."
60,University of Auckland,Nicole Satherley,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,"The contagiousness and deadliness of COVID-19 have necessitated drastic social management to halt transmission. The immediate effects of a nationwide lockdown were investigated by comparing matched samples of New Zealanders assessed before (N = 1,003) and during the first 18 days of lockdown (N = 1,003). Two categories of outcomes were examined: (a) institutional trust and attitudes toward the nation and government and (b) health and well-being. Applying propensity score matching to approximate the conditions of a randomized controlled experiment, the study found that people in the pandemic/lockdown group reported higher trust in science, politicians, and police, higher levels of patriotism, and higher rates of mental distress compared to people in the prelockdown prepandemic group. Results were confirmed in within-subjects analyses. The study highlights social connectedness, resilience, and vulnerability in the face of adversity and has applied implications for how countries face this global challenge. (PsycInfo Database Record (c) 2020 APA, all rights reserved).",10.1037/amp0000662,"Effects of the COVID-19 pandemic and nationwide lockdown on trust, attitudes toward government, and well-being."
61,University of Auckland,Lara M. Greaves,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,"The contagiousness and deadliness of COVID-19 have necessitated drastic social management to halt transmission. The immediate effects of a nationwide lockdown were investigated by comparing matched samples of New Zealanders assessed before (N = 1,003) and during the first 18 days of lockdown (N = 1,003). Two categories of outcomes were examined: (a) institutional trust and attitudes toward the nation and government and (b) health and well-being. Applying propensity score matching to approximate the conditions of a randomized controlled experiment, the study found that people in the pandemic/lockdown group reported higher trust in science, politicians, and police, higher levels of patriotism, and higher rates of mental distress compared to people in the prelockdown prepandemic group. Results were confirmed in within-subjects analyses. The study highlights social connectedness, resilience, and vulnerability in the face of adversity and has applied implications for how countries face this global challenge. (PsycInfo Database Record (c) 2020 APA, all rights reserved).",10.1037/amp0000662,"Effects of the COVID-19 pandemic and nationwide lockdown on trust, attitudes toward government, and well-being."
62,University of Auckland,Chris G. Sibley,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,"The contagiousness and deadliness of COVID-19 have necessitated drastic social management to halt transmission. The immediate effects of a nationwide lockdown were investigated by comparing matched samples of New Zealanders assessed before (N = 1,003) and during the first 18 days of lockdown (N = 1,003). Two categories of outcomes were examined: (a) institutional trust and attitudes toward the nation and government and (b) health and well-being. Applying propensity score matching to approximate the conditions of a randomized controlled experiment, the study found that people in the pandemic/lockdown group reported higher trust in science, politicians, and police, higher levels of patriotism, and higher rates of mental distress compared to people in the prelockdown prepandemic group. Results were confirmed in within-subjects analyses. The study highlights social connectedness, resilience, and vulnerability in the face of adversity and has applied implications for how countries face this global challenge. (PsycInfo Database Record (c) 2020 APA, all rights reserved).",10.1037/amp0000662,"Effects of the COVID-19 pandemic and nationwide lockdown on trust, attitudes toward government, and well-being."
63,Victoria University of Wellington,Jonathan Boston,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.1080/00131857.2014.931002,Child Poverty in New Zealand: Why it matters and how it can be reduced
64,Central European University,Andrea Weber,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.1093/jeea/jvx028,What Works? A Meta Analysis of Recent Active Labor Market Program Evaluations
65,Humboldt State University,Jochen Kluve,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.1093/jeea/jvx028,What Works? A Meta Analysis of Recent Active Labor Market Program Evaluations
66,"University of California, Berkeley",David Card,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.1093/jeea/jvx028,What Works? A Meta Analysis of Recent Active Labor Market Program Evaluations
67,,,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.31234/osf.io/qaz9w,Immediate psychological effects of the COVID-19 quarantine in youth from Italy and Spain
68,University of Otago,Stephanie Moor,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,To examine the impact of the Canterbury earthquakes on the important adolescent transition period of school leaving.,10.1111/1753-6405.12625,The impact of the Canterbury earthquakes on successful school leaving for adolescents
69,University of Otago,Chris Frampton,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,To examine the impact of the Canterbury earthquakes on the important adolescent transition period of school leaving.,10.1111/1753-6405.12625,The impact of the Canterbury earthquakes on successful school leaving for adolescents
70,University of Otago,Caroline Bell,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,To examine the impact of the Canterbury earthquakes on the important adolescent transition period of school leaving.,10.1111/1753-6405.12625,The impact of the Canterbury earthquakes on successful school leaving for adolescents
71,University of Otago,Ben Beaglehole,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,To examine the impact of the Canterbury earthquakes on the important adolescent transition period of school leaving.,10.1111/1753-6405.12625,The impact of the Canterbury earthquakes on successful school leaving for adolescents
72,University of Nottingham,Laura B Nellums,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.1016/s2468-2667(20)30061-x,COVID-19 and the consequences of isolating the elderly
73,University of Nottingham,Richard Armitage,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.1016/s2468-2667(20)30061-x,COVID-19 and the consequences of isolating the elderly
74,University of Otago,Ricci Harris,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,"Some studies suggest that ethnic minority people are healthier when they live in areas with a higher concentration of people from their own ethnic group, a so-called ethnic density effect. To date, no studies have examined the ethnic density effect among indigenous peoples, for whom connections to land, patterns of settlement, and drivers of residential location may differ from ethnic minority populations. The present study analysed the Māori sample from the 2006/07 New Zealand Health Survey to examine the association between increased Māori ethnic density, area deprivation, health, and experiences of racial discrimination. Results of multilevel regressions showed that an increase in Māori ethnic density was associated with decreased odds of reporting poor self-rated health, doctor-diagnosed common mental disorders, and experienced racial discrimination. These associations were strengthened after adjusting for area deprivation, which was consistently associated with increased odds of reporting poor health and reports of racial discrimination. Our findings show that whereas ethnic density is protective of the health and exposure to racial discrimination of Māori, this effect is concealed by the detrimental effect of area deprivation, signalling that the benefits of ethnic density must be interpreted within the current socio-political context. This includes the institutional structures and racist practices that have created existing health and socioeconomic inequities in the first place, and maintain the unequal distribution of concentrated poverty in areas of high Māori density. Addressing poverty and the inequitable distribution of socioeconomic resources by ethnicity and place in New Zealand is vital to improving health and reducing inequalities. Given the racialised nature of access to goods, services, and opportunities within New Zealand society, this also requires a strong commitment to eliminating racism. Such commitment and action will allow the benefits potentially flowing from strong communities to be fully realised.",10.1016/j.socscimed.2013.04.007,Ethnic density and area deprivation: Neighbourhood effects on Māori health and racial discrimination in Aotearoa/New Zealand
75,University of Otago,Donna Cormack,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,"Some studies suggest that ethnic minority people are healthier when they live in areas with a higher concentration of people from their own ethnic group, a so-called ethnic density effect. To date, no studies have examined the ethnic density effect among indigenous peoples, for whom connections to land, patterns of settlement, and drivers of residential location may differ from ethnic minority populations. The present study analysed the Māori sample from the 2006/07 New Zealand Health Survey to examine the association between increased Māori ethnic density, area deprivation, health, and experiences of racial discrimination. Results of multilevel regressions showed that an increase in Māori ethnic density was associated with decreased odds of reporting poor self-rated health, doctor-diagnosed common mental disorders, and experienced racial discrimination. These associations were strengthened after adjusting for area deprivation, which was consistently associated with increased odds of reporting poor health and reports of racial discrimination. Our findings show that whereas ethnic density is protective of the health and exposure to racial discrimination of Māori, this effect is concealed by the detrimental effect of area deprivation, signalling that the benefits of ethnic density must be interpreted within the current socio-political context. This includes the institutional structures and racist practices that have created existing health and socioeconomic inequities in the first place, and maintain the unequal distribution of concentrated poverty in areas of high Māori density. Addressing poverty and the inequitable distribution of socioeconomic resources by ethnicity and place in New Zealand is vital to improving health and reducing inequalities. Given the racialised nature of access to goods, services, and opportunities within New Zealand society, this also requires a strong commitment to eliminating racism. Such commitment and action will allow the benefits potentially flowing from strong communities to be fully realised.",10.1016/j.socscimed.2013.04.007,Ethnic density and area deprivation: Neighbourhood effects on Māori health and racial discrimination in Aotearoa/New Zealand
76,University of Manchester,Laia Bécares,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,"Some studies suggest that ethnic minority people are healthier when they live in areas with a higher concentration of people from their own ethnic group, a so-called ethnic density effect. To date, no studies have examined the ethnic density effect among indigenous peoples, for whom connections to land, patterns of settlement, and drivers of residential location may differ from ethnic minority populations. The present study analysed the Māori sample from the 2006/07 New Zealand Health Survey to examine the association between increased Māori ethnic density, area deprivation, health, and experiences of racial discrimination. Results of multilevel regressions showed that an increase in Māori ethnic density was associated with decreased odds of reporting poor self-rated health, doctor-diagnosed common mental disorders, and experienced racial discrimination. These associations were strengthened after adjusting for area deprivation, which was consistently associated with increased odds of reporting poor health and reports of racial discrimination. Our findings show that whereas ethnic density is protective of the health and exposure to racial discrimination of Māori, this effect is concealed by the detrimental effect of area deprivation, signalling that the benefits of ethnic density must be interpreted within the current socio-political context. This includes the institutional structures and racist practices that have created existing health and socioeconomic inequities in the first place, and maintain the unequal distribution of concentrated poverty in areas of high Māori density. Addressing poverty and the inequitable distribution of socioeconomic resources by ethnicity and place in New Zealand is vital to improving health and reducing inequalities. Given the racialised nature of access to goods, services, and opportunities within New Zealand society, this also requires a strong commitment to eliminating racism. Such commitment and action will allow the benefits potentially flowing from strong communities to be fully realised.",10.1016/j.socscimed.2013.04.007,Ethnic density and area deprivation: Neighbourhood effects on Māori health and racial discrimination in Aotearoa/New Zealand
77,,,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.26686/pq.v13i0.4555,Māori in New Zealand’s contemporary development
78,Harvard University,David M. Quinn,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.3102/0034654313483906,The Effects of Summer Reading on Low-Income Children’s Literacy Achievement From Kindergarten to Grade 8
79,Harvard University,James Kim,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.3102/0034654313483906,The Effects of Summer Reading on Low-Income Children’s Literacy Achievement From Kindergarten to Grade 8
80,McGill University,Fabian Lange,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.1093/qje/qjt015,Duration Dependence and Labor Market Conditions: Evidence from a Field Experiment*
81,University of Chicago,Matthew J. Notowidigdo,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.1093/qje/qjt015,Duration Dependence and Labor Market Conditions: Evidence from a Field Experiment*
82,University of Toronto,Kory Kroft,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.1093/qje/qjt015,Duration Dependence and Labor Market Conditions: Evidence from a Field Experiment*
83,University of Turku,Mikko Niemelä,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.1111/roiw.12409,Life Course Perspective on Economic Shocks and Income Inequality Through Age‐Period‐Cohort Analysis: Evidence From Finland
84,University of Turku,Esa Karonen,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.1111/roiw.12409,Life Course Perspective on Economic Shocks and Income Inequality Through Age‐Period‐Cohort Analysis: Evidence From Finland
85,Johns Hopkins University,Linda Steffel Olson,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.1177/000312240707200202,Lasting Consequences of the Summer Learning Gap
86,Johns Hopkins University,Doris R. Entwisle,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.1177/000312240707200202,Lasting Consequences of the Summer Learning Gap
87,Johns Hopkins University,Karl L. Alexander,treasurynz-bc13ae5f63cb982554314cd66475a593,http://app.overton.io/document.php?policy_document_id=treasurynz-bc13ae5f63cb982554314cd66475a593,He Kāhui Waiora: Living Standards Framework and He Ara Waiora COVID-19: Impacts on Wellbeing (DP 20/02),"The COVID‑19 pandemic is having major impacts on our lives in ways that go far beyond health, extending across all dimensions of wellbeing and all population groups.",2020-07-07,"['science and technology', 'education', 'labour', 'science and technology>social sciences', 'health', 'society', 'education>school']",New Zealand Treasury,,10.1177/000312240707200202,Lasting Consequences of the Summer Learning Gap
